64,"б-р. Ходынский, д. 5, к. 2, Москва
","55.7843762,37.5342422"
65,"б-р. Ходынский, д. 5, к. 3, Москва
","55.7839014,37.5338529"
66,"б-р. Ходынский, д. 5, к. 4, Москва
","55.7833607,37.5335939"
67,"ш. Хорошевское, д. 12, к. 1, Москва
","55.774745,37.548609"
68,"проезд. Береговой, д. 5, к. 1, Москва
","55.7559,37.506675"
69,"пр-кт. Вернадского, д. 94, к. 1, Москва
","55.6527298,37.4755761"
70,"ул. Воронцовские Пруды, д. 3, Москва
","55.6641026,37.5364272"
71,"ул. Ивана Бабушкина, д. 10, Москва
","55.687355,37.562344"
72,"ш. Ленинградское, д. 25, к. 3, Москва
","55.828101,37.487883"
73,"ул. Наметкина, д. 18, Москва
","55.6595949,37.5601416"
74,"ул. Нежинская, д. 1, к. 1, Москва
","55.7189916,37.4788738"
75,"ул. Нежинская, д. 1, к. 2, Москва
","55.7193486,37.4780229"
76,"ул. Нежинская, д. 1, к. 3, Москва
","55.7187502,37.4775391"
77,"ул. Нежинская, д. 1, к. 4, Москва
","55.7182275,37.4771306"
78,"ул. Поляны, д. 5, Москва
","55.557765,37.555023"
79,"ул. Ярцевская, д. 27, к. 1, Москва
","55.7417611,37.4166788"
80,"ул. Машиностроения 1-я, д. 10, Москва
","55.714271,37.6708873"
81,"проезд. Астрадамский, д. 4А, к. 1, Москва
","55.8110131,37.5610871"
82,"проезд. Астрадамский, д. 4А, к. 2, Москва
","55.811307,37.5617664"
83,"пр-кт. Вернадского, д. 37, к. 1А, Москва
","55.6782049,37.5110426"
84,"ул. Врубеля, д. 8, Москва
","55.8055611,37.4992489"
85,"б-р. Генерала Карбышева, д. 15, Москва
","55.7819169,37.4699921"
86,"ш. Головинское, д. 7, Москва
","55.839572,37.493183"
87,"ш. Дмитровское, д. 13А, Москва
","55.81871,37.573501"
88,"пр-кт. Ленинский, д. 92, к. 1, Москва
","55.670828,37.516889"
89,"пр-кт. Ленинский, д. 98, к. 1, Москва
","55.669899,37.515371"
90,"пр-кт. Ленинский, д. 106, к. 1, Москва
","55.668853,37.513826"
91,"пр-кт. Ленинский, д. 128, к. 1, Москва
","55.6667093,37.5104962"
92,"ул. Юшуньская М., д. 3, Москва
","55.654625,37.591476"
93,"б-р. Маршала Рокоссовского, д. 6, к. 1, Москва
","55.8104618,37.7280698"
94,"ул. Ярцевская, д. 32, Москва
","55.7412437,37.4177897"
95,"пр-кт. Ленинский, д. 123, Москва
","55.64664,37.47969"
96,"пр-кт. Ленинский, д. 131, Москва
","55.644145,37.473492"
97,"ул. Маршала Катукова, д. 24, к. 5, Москва
","55.8030197,37.4132139"
98,"ул. Маршала Катукова, д. 24, к. 6, Москва
","55.80242,37.4121377"
99,"ул. Мироновская, д. 25, Москва
","55.7878202,37.7326052"
100,"ул. Мосфильмовская, д. 47Б, Москва
","55.707943,37.504349"
101,"ул. Архитектора Власова, д. 8, Москва
","55.6780674,37.5486895"
102,"ш. Дмитровское, д. 13, Москва
","55.817405,37.573034"
103,"б-р. Жулебинский, д. 33, к. 1, Москва
","55.6860361,37.846167"
104,"ул. Маршала Катукова, д. 24, к. 3, Москва
","55.8044303,37.4132431"
105,"ул. Маршала Катукова, д. 24, к. 4, Москва
","55.8037561,37.4134667"
106,"ш. Рублевское, д. 101, Москва
","55.7435395,37.4221802"
107,"пер. Тепличный, д. 4, Москва
","55.789843,37.4963877"
108,"ул. Генерала Глаголева, д. 19, Москва
","55.7847038,37.4628443"
109,"наб. Карамышевская, д. 48, к. 3, Москва
","55.7730514,37.4649482"
110,"наб. Карамышевская, д. 56, к. 1, Москва
","55.7745007,37.4618126"
111,"ул. Маршала Конева, д. 14, Москва
","55.7957536,37.4854815"
112,"ул. Маршала Соколовского, д. 5, Москва
","55.7926966,37.4877723"
113,"пр-кт. Мичуринский, д. 80, Москва
","55.6732549,37.4549963"
114,"пр-кт. Нахимовский, д. 56, Москва
","55.6833759,37.5553506"
115,"ул. Озерная, д. 9, Москва
","55.682371,37.4613537"
116,"ул. Покрышкина, д. 1, к. 1, Москва
","55.6634674,37.4783263"
117,"проезд. Новомихалковский 1-й, д. 2, к. 1, Москва
","55.8381111,37.5398747"
118,"проезд. Новомихалковский 1-й, д. 14, Москва
","55.8393114,37.5355391"
119,"ул. Авиационная, д. 63, Москва
","55.809343,37.455642"
120,"ул. Автозаводская, д. 23Б, к. 2, Москва
","55.701262,37.651583"
121,"ул. Беломорская, д. 24, к. 3, Москва
","55.8620291,37.4772593"
122,"проезд. Березовой Рощи, д. 12, Москва
","55.7911181,37.5205099"
123,"ш. Варшавское, д. 141, к. 10, Москва
","55.589198,37.602714"
124,"ул. Губкина, д. 6, Москва
","55.695383,37.5638987"
125,"б-р. Кронштадтский, д. 6, к. 1, Москва
","55.841079,37.493704"
126,"б-р. Кронштадтский, д. 6, к. 2, Москва
","55.841278,37.494442"
127,"б-р. Кронштадтский, д. 6, к. 3, Москва
","55.8409432,37.4952775"
128,"б-р. Кронштадтский, д. 6, к. 4, Москва
","55.8407144,37.494362"
129,"б-р. Кронштадтский, д. 6, к. 5, Москва
","55.8404754,37.4936879"
130,"ул. Марксистская, д. 7, Москва
","55.7361867,37.6661688"
131,"ш. Можайское, д. 2, Москва
","55.724271,37.4468482"
132,"ул. Профсоюзная, д. 41, Москва
","55.669889,37.556262"
133,"б-р. Славянский, д. 9, к. 6, Москва
","55.7248337,37.4672813"
134,"ул. Улофа Пальме, д. 1, Москва
","55.7175436,37.5116058"
135,"ул. Чертановская, д. 48, к. 3, Москва
","55.6068189,37.5895048"
136,"г. Зеленоград, д. 1804, к. 1804б, Москва
","55.991893,37.21439"
137,"п. Внуковское, д. Пыхтино, д. 27, стр. по ул. Авиаконструктора Петлякова, Москва
","55.625303,37.314346"
138,"п. Внуковское, д. Пыхтино, д. 31, стр. по ул. Авиаконструктора Петлякова, Москва
","55.626579,37.313502"
139,"п. Внуковское, д. Пыхтино, д. 16, стр. по ул. Летчика Грицевца, Москва
","55.625816,37.312424"
140,"п. Внуковское, д. Пыхтино, д. 29, стр. по ул.Авиаконструктора Петлякова, Москва
","55.625709,37.314112"
141,"п. Внуковское, д. Пыхтино, д. 25, стр. по ул. Авиаконструктора Петлякова, Москва
","55.62449,37.314831"
142,"г. Зеленоград, к. 1804Б, Москва
","55.978765,37.165693"
143,"ул. Вольская 2-я, д. 1, к. 1, Москва
","55.6873259,37.9186848"
144,"ул. Красногвардейская 3-я, д. 3, Москва
","55.7564403,37.5370274"
145,"проезд. Марьиной Рощи 17-й, д. 1, Москва
","55.8074299,37.6115323"
146,"пр-кт. 60-летия Октября, д. 8, Москва
","55.695302,37.5757299"
147,"ул. Авиаконструктора Миля, д. 26, Москва
","55.6774344,37.8582437"
148,"ул. Авиаконструктора Петлякова(п Внуковское), д. 25, Москва
","55.62449,37.314831"
149,"ул. Авиаконструктора Петлякова(п Внуковское), д. 27, Москва
","55.625303,37.314346"
150,"ул. Авиаконструктора Петлякова(п Внуковское), д. 29, Москва
","55.625709,37.314112"
151,"ул. Авиаконструктора Петлякова(п Внуковское), д. 31, Москва
","55.626579,37.313502"
152,"ул. Авиационная, д. 59, Москва
","55.8093567,37.4568784"
153,"ул. Адмирала Лазарева, д. 63, Москва
","55.5374403,37.5062426"
154,"ул. Академика Анохина, д. 2, к. 6, Москва
","55.6711215,37.4733391"
155,"ул. Академика Анохина, д. 19, к. 2, Москва
","55.6481029,37.470061"
156,"ул. Академика Анохина, д. 19, Москва
","55.6481029,37.470061"
157,"ул. Академика Королева, д. 32, Москва
","55.8234359,37.5959043"
158,"ул. Академика Скрябина, д. 6, Москва
","55.7151765,37.7961205"
159,"п. Московский, г. Московский, ул. Атласова, д. 11, Москва
","55.599819,37.35636"
160,"ул. Бажова, д. 8, Москва
","55.8328301,37.6622194"
161,"п. Сосенское, п. Коммунарка, ул. Бачуринская, д. 7, к. 2, Москва
","55.5776399,37.4789384"
162,"п. Сосенское, п. Коммунарка, ул. Бачуринская, д. 11, Москва
","55.5770391,37.480555"
163,"ул. Беломорская, д. 13, к. 1, Москва
","55.8658684,37.4744575"
164,"ул. Беломорская, д. 18А, к. 1, Москва
","55.863111,37.473788"
165,"ул. Беломорская, д. 18А, к. 2, Москва
","55.863581,37.47421"
166,"проезд. Береговой, д. 5а, к. 2, Москва
","55.7555377,37.5092312"
167,"проезд. Береговой, д. 5 А, к. 3, Москва
","55.7557644,37.5098817"
168,"проезд. Береговой, д. 5А, к. 4, Москва
","55.755765,37.5105229"
169,"проезд. Береговой, д. 5А, к. 5, Москва
","55.7552673,37.5107854"
170,"проезд. Береговой, д. 5А, к. 6, Москва
","55.754947,37.5105602"
171,"проезд. Береговой, д. 5А, к. 7, Москва
","55.7546743,37.5098249"
172,"ул. Берзарина, д. 21, Москва
","55.787518,37.474031"
173,"б-р. Бескудниковский, д. 17, к. 1, Москва
","55.86469,37.5569987"
174,"б-р. Бескудниковский, д. 19, к. 1, Москва
","55.8655134,37.5563206"
175,"б-р. Бескудниковский, д. 21, к. 1, Москва
","55.8665676,37.5555619"
176,"п. Московский, г. Московский, ул. Бианки, д. 6, к. 1, Москва
","55.6024591,37.3618619"
177,"п. Московский, г. Московский, ул. Бианки, д. 6, к. 2, Москва
","55.6017961,37.3615834"
178,"п. Московский, г. Московский, ул. Бианки, д. 6, к. 4, Москва
","55.6012871,37.361932"
179,"п. Московский, г. Московский, ул. Бианки, д. 12, к. 1, Москва
","55.6020146,37.366506"
180,"п. Московский, г. Московский, ул. Бианки, д. 12, к. 2, Москва
","55.6016283,37.3657092"
181,"ул. Набережная Б., д. 19, к. 1, Москва
","55.8319265,37.4594059"
182,"ул. Набережная Б., д. 19, к. 3, Москва
","55.8305368,37.4584479"
183,"ул. Набережная Б., д. 19, к. 2, Москва
","55.8311495,37.458845"
184,"ул. Очаковская Б., д. 1, Москва
","55.6896985,37.4675499"
185,"ул. Очаковская Б., д. 3, Москва
","55.688563,37.46591"
186,"ул. Очаковская Б., д. 5, Москва
","55.6874141,37.4641433"
187,"ул. Очаковская Б., д. 10, к. 1, Москва
","55.688639,37.463008"
188,"ул. Очаковская Б., д. 10, к. 2, Москва
","55.688416,37.46264"
189,"ш. Боровское, д. 2А, к. 3, Москва
","55.6612174,37.411563"
190,"ш. Боровское, д. 2А, к. 4, Москва
","55.6613263,37.4101859"
191,"ш. Боровское, д. 2А, к. 1, Москва
","55.661394,37.414212"
192,"ш. Боровское, д. 2А, к. 2, Москва
","55.6614456,37.4131479"
193,"ш. Боровское, д. 2, к. 7, Москва
","55.66164,37.41553"
194,"ул. Братеевская, д. 18, к. 1, Москва
","55.636261,37.7692046"
195,"ул. Братеевская, д. 21, к. 3, Москва
","55.6320001,37.7541956"
196,"ул. Братеевская, д. 21, к. 4, Москва
","55.6316355,37.7541605"
197,"пр-кт. Буденного, д. 51, к. 6, Москва
","55.7589227,37.7392606"
198,"пр-кт. Буденного, д. 51, к. 5, Москва
","55.7592889,37.7388362"
199,"проезд. Валдайский, д. 10, к. 1, Москва
","55.8672767,37.4675453"
200,"ш. Варшавское, д. 141, к. 6, Москва
","55.590384,37.601672"
201,"ш. Варшавское, д. 141, к. 7, Москва
","55.589977,37.601196"
202,"ш. Варшавское, д. 141, к. 8, Москва
","55.589341,37.601268"
203,"ш. Варшавское, д. 141, к. 9, Москва
","55.588949,37.60081"
204,"ш. Варшавское, д. 141А, к. 1, Москва
","55.585321,37.601169"
205,"ш. Варшавское, д. 152, Москва
","55.593441,37.599355"
206,"ул. Васильцовский Стан, д. 5, к. 1, Москва
","55.7139114,37.7506687"
207,"ул. Васильцовский Стан, д. 7, к. 1, Москва
","55.7147519,37.7500434"
208,"ул. Васильцовский Стан, д. 9, Москва
","55.7159088,37.7510189"
209,"ул. Веерная, д. 4, к. 1, Москва
","55.7121891,37.4895926"
210,"пр-кт. Вернадского, д. 42, к. 1, Москва
","55.6751503,37.4994076"
211,"пр-кт. Вернадского, д. 42, к. 2, Москва
","55.6754639,37.4987813"
212,"ул. Вертолетчиков, д. 1, Москва
","55.699862,37.939564"
213,"ул. Вертолетчиков, д. 13, Москва
","55.704027,37.940858"
214,"ул. Верхние Поля, д. 4, Москва
","55.6608665,37.7441105"
215,"ул. Верхние Поля, д. 8, Москва
","55.6626053,37.7451727"
216,"ул. Верхние Поля, д. 14, к. 1, Москва
","55.6616193,37.7473942"
217,"ул. Верхние Поля, д. 16, к. 1, Москва
","55.6626547,37.7470714"
218,"ул. Верхние Поля, д. 34, к. 1, Москва
","55.667762,37.761932"
219,"ул. Вешняковская, д. 24, к. 1, Москва
","55.7193373,37.8209735"
220,"проезд. Высоковольтный, д. 1, к. 1, Москва
","55.8740794,37.588997"
221,"проезд. Высоковольтный, д. 1, к. 2, Москва
","55.8743154,37.5889892"
222,"проезд. Высоковольтный, д. 1, к. 7, Москва
","55.8747144,37.5889707"
223,"проезд. Высоковольтный, д. 1, к. 8, Москва
","55.8749797,37.5890665"
224,"ул. Генерала Белова, д. 28, к. 1, Москва
","55.605145,37.724194"
225,"б-р. Генерала Карбышева, д. 16, к. -, Москва
","55.7806726,37.4721489"
226,"ул. Герасима Курина, д. 26, Москва
","55.7302133,37.4648519"
227,"ул. Главмосстроя, д. 6, Москва
","55.6518123,37.4105156"
228,"ул. Главмосстроя, д. 10, Москва
","55.6533125,37.4098631"
229,"ул. Главмосстроя, д. 14, Москва
","55.6548574,37.4089739"
230,"ул. Главмосстроя, д. 18, Москва
","55.6550958,37.4076714"
231,"ул. Главмосстроя, д. 20, Москва
","55.6556255,37.4081911"
232,"ул. Гурьянова, д. 17, к. 1, Москва
","55.6886656,37.7206186"
233,"ул. Гурьянова, д. 17, к. 2, Москва
","55.688226,37.7197169"
234,"ул. Гурьянова, д. 19, к. 1, Москва
","55.6882303,37.7187281"
235,"ул. Гурьянова, д. 19, к. 2, Москва
","55.6880461,37.7176146"
236,"ш. Дмитровское, д. 70, Москва
","55.858993,37.559011"
237,"ш. Дмитровское, д. 74, к. 2, Москва
","55.861348,37.556235"
238,"ш. Дмитровское, д. 86, Москва
","55.869364,37.549857"
239,"ул. Ельнинская, д. 14, к. 2, Москва
","55.7373812,37.4265976"
240,"ул. Заповедная, д. 18, к. 1, Москва
","55.8674908,37.6388935"
241,"ул. Заповедная, д. 18, к. 2, Москва
","55.8678761,37.6387332"
242,"ул. Заповедная, д. 18, к. 4, Москва
","55.8688013,37.6383496"
243,"ул. Заповедная, д. 18, к. 3, Москва
","55.8684729,37.6382627"
244,"проезд. Заревый, д. 1, к. 1, Москва
","55.882481,37.6582082"
245,"ул. Инициативная, д. 7, к. 3, Москва
","55.7150043,37.458704"
246,"наб. Карамышевская, д. 34, Москва
","55.7692677,37.4726032"
247,"наб. Карамышевская, д. 62, к. 1, Москва
","55.7756292,37.459503"
248,"ул. Ключевая, д. 18, Москва
","55.633898,37.7611397"
249,"ул. Ключевая, д. 20, Москва
","55.6334704,37.7608025"
250,"ул. Коштоянца, д. 20, к. 1, Москва
","55.6743254,37.4777398"
251,"ул. Красного Маяка, д. 22, к. 3, Москва
","55.612433,37.5772873"
252,"б-р. Кронштадтский, д. 49, к. 1, Москва
","55.8531708,37.5094367"
253,"ул. Крылатские Холмы, д. 24, Москва
","55.76289,37.415929"
254,"ул. Лавочкина, д. 34, Москва
","55.8562174,37.4938764"
255,"ул. Лавочкина, д. 34, к. 1, Москва
","55.8572342,37.4943248"
256,"г. Московский, ул. Лаптева, д. 2, Москва
","55.6014833,37.3667619"
257,"ул. Левобережная, д. 4, к. 10, Москва
","55.8695811,37.4804931"
258,"ул. Левобережная, д. 4, к. 11, Москва
","55.8691909,37.479794"
259,"ул. Левобережная, д. 4, к. 18, Москва
","55.8689079,37.4800913"
260,"ул. Левобережная, д. 4, к. 2, Москва
","55.8703227,37.4759757"
261,"ул. Левобережная, д. 4, к. 3, Москва
","55.8707171,37.4755082"
262,"ул. Левобережная, д. 4, к. 16, Москва
","55.8710381,37.4751719"
263,"пр-кт. Ленинградский, д. 76, к. 3, Москва
","55.8071463,37.5158742"
264,"пр-кт. Ленинградский, д. 76, к. 4, Москва
","55.806798,37.516153"
265,"пр-кт. Ленинский, д. 105, к. 4, Москва
","55.663451,37.517949"
266,"пр-кт. Ленинский, д. 105, к. 3, Москва
","55.664248,37.51759"
267,"ул. Летчика Грицевца (п Внуковское), д. 16, Москва
","55.625816,37.312424"
268,"ул. Лобачевского, д. 4, к. 1, Москва
","55.6656748,37.5072888"
269,"ул. Лобачевского, д. 41, Москва
","55.689065,37.471381"
270,"ул. Лобачевского, д. 43, Москва
","55.6899572,37.4702511"
271,"ул. Лобачевского, д. 45, Москва
","55.6907825,37.4691546"
272,"ул. Лобачевского, д. 92, к. 1, Москва
","55.6795114,37.4838766"
273,"ул. Лобачевского, д. 118, к. 5, Москва
","55.69316,37.470599"
274,"ул. Лодочная, д. 9, к. 1, Москва
","55.8372381,37.458161"
275,"ул. Лодочная, д. 9, Москва
","55.8365847,37.4563882"
276,"ул. Лодочная, д. 17, Москва
","55.8365225,37.4598237"
277,"ул. Лукинская, д. 10, Москва
","55.649028,37.3432161"
278,"ул. Льва Яшина, д. 5, к. 1, Москва
","55.6981854,37.9230509"
279,"ул. Льва Яшина, д. 5, к. 2, Москва
","55.69861,37.92377"
280,"ул. Льва Яшина, д. 5, к. 3, Москва
","55.699028,37.92443"
281,"ул. Милашенкова, д. 1, Москва
","55.82147,37.587993"
282,"ул. Митинская, д. 10, Москва
","55.8401434,37.3775622"
283,"ул. Митинская, д. 10, к. 1, Москва
","55.8407345,37.3790783"
284,"ул. Митинская, д. 28, к. 2, Москва
","55.845905,37.369106"
285,"ул. Митинская, д. 28, Москва
","55.8449387,37.367728"
286,"ул. Митинская, д. 28, к. 3, Москва
","55.846305,37.371416"
287,"ул. Митинская, д. 28, к. 4, Москва
","55.845405,37.373096"
288,"ул. Митинская, д. 28, к. 5, Москва
","55.844288,37.371515"
289,"пр-кт. Мичуринский, д. 72, к. 1, Москва
","55.6814126,37.466682"
290,"пр-кт. Мичуринский, д. 72, к. 2, Москва
","55.6818139,37.466675"
291,"ул. Молодогвардейская, д. 24, Москва
","55.7353846,37.4201338"
292,"ул. Молодцова, д. 31, к. 2, Москва
","55.878813,37.6222845"
293,"п. Московский, г. Московский, ул. Москвитина, д. 1, к. 1, Москва
","55.599308,37.3565955"
294,"п. Московский, г. Московский, ул. Москвитина, д. 1, к. 2, Москва
","55.5997617,37.3573759"
295,"п. Московский, г. Московский, ул. Москвитина, д. 5, к. 1, Москва
","55.5987775,37.3600974"
296,"п. Московский, г. Московский, ул. Москвитина, д. 5, к. 2, Москва
","55.5994788,37.3605562"
297,"п. Московский, г. Московский, ул. Москвитина, д. 5, к. 3, Москва
","55.6000367,37.360367"
298,"п. Московский, г. Московский, ул. Москвитина, д. 5, к. 4, Москва
","55.5997935,37.361229"
299,"наб. Нагатинская, д. 18, к. 1, Москва
","55.684011,37.6562739"
300,"ул. Нарвская, д. 1А, к. 4, Москва
","55.831236,37.501483"
301,"ул. Народного Ополчения, д. 3, Москва
","55.7702943,37.4737119"
302,"ул. Недорубова, д. 3, Москва
","55.6996913,37.9292025"
303,"ул. Недорубова, д. 5, Москва
","55.700103,37.9299589"
304,"ул. Недорубова, д. 7, Москва
","55.7006218,37.930427"
305,"ул. Недорубова, д. 14, Москва
","55.7020063,37.9346191"
306,"ул. Недорубова, д. 18, к. 1, Москва
","55.7026085,37.9356071"
307,"ул. Недорубова, д. 20, к. 1, Москва
","55.7031051,37.9354046"
308,"ул. Нежинская, д. 8, к. 1, Москва
","55.7091414,37.4700345"
309,"ул. Нежинская, д. 8, к. 4, Москва
","55.7100311,37.4713188"
310,"ул. Никулинская, д. 6, к. 3, Москва
","55.667885,37.4630624"
311,"ул. Никулинская, д. 6, к. 2, Москва
","55.6672045,37.4633936"
312,"ул. Никулинская, д. 6, к. 1, Москва
","55.6666085,37.4640838"
313,"ул. Никулинская, д. 12, к. 2, Москва
","55.6701754,37.4669214"
314,"ул. Никулинская, д. 12, к. 1, Москва
","55.6694316,37.4675401"
315,"ул. Новаторов, д. 34, к. 7, Москва
","55.6641543,37.5211159"
316,"ул. Новогиреевская, д. 30, Москва
","55.7550567,37.796493"
317,"ул. Новокосинская, д. 13, к. 2, Москва
","55.7367463,37.8540626"
318,"ул. Новорогожская, д. 20, Москва
","55.7400996,37.6875892"
319,"ул. Новорогожская, д. 28, Москва
","55.7395609,37.6889642"
320,"ул. Новочеремушкинская, д. 63, к. 1, Москва
","55.6651471,37.5665776"
321,"б-р. Осенний, д. 17, Москва
","55.7617059,37.405521"
322,"ул. Перерва, д. 39, Москва
","55.659201,37.746472"
323,"ул. Перерва, д. 43, Москва
","55.6595762,37.7477398"
324,"ул. Перерва, д. 55, Москва
","55.665233,37.761734"
325,"ул. Перерва, д. 57, Москва
","55.6656506,37.7629254"
326,"ул. Перерва, д. 59, Москва
","55.6661907,37.7640569"
327,"проезд. Погонный, д. 14, Москва
","55.8195215,37.7104616"
328,"ул. Покровская, д. 12, Москва
","55.69903,37.938711"
329,"ул. Покровская, д. 17, к. 5, Москва
","55.6987731,37.9309803"
330,"ул. Покровская, д. 17А, к. 1, Москва
","55.6985308,37.9354998"
331,"ул. Покрышкина, д. 3, Москва
","55.6633087,37.4702681"
332,"ул. Полины Осипенко, д. 2, к. 1, Москва
","55.7778279,37.5381131"
333,"ул. Полины Осипенко, д. 2, Москва
","55.7776987,37.5386124"
334,"ул. Полины Осипенко, д. 2, к. 3, Москва
","55.7786705,37.5417371"
335,"ул. Полины Осипенко, д. 8, Москва
","55.7797243,37.5363687"
336,"ул. Профсоюзная, д. 25, к. 1, Москва
","55.674006,37.562667"
337,"ш. Пятницкое, д. 15, к. 1, Москва
","55.8424357,37.3811847"
338,"ш. Пятницкое, д. 15, к. 3, Москва
","55.8415561,37.3800208"
339,"ш. Пятницкое, д. 21, Москва
","55.8476467,37.3705404"
340,"п. Московский, г. Московский, ул. Радужная, д. 9, Москва
","55.5921593,37.3735624"
341,"пер. Рогачевский, д. 7, к. 1, Москва
","55.8689422,37.5537383"
342,"ул. Рождественская, д. 27, к. 1, Москва
","55.7072632,37.9242487"
343,"ул. Рождественская, д. 33, Москва
","55.70319,37.931713"
344,"пр-кт. Рязанский, д. 2/1, к. 2, Москва
","55.7294521,37.7393388"
345,"ул. Саморы Машела, д. 8, Москва
","55.6480662,37.5003643"
346,"ул. Саморы Машела, д. 8, к. 2, Москва
","55.6470137,37.5003573"
347,"ул. Свободы, д. 99, к. 1, Москва
","55.8707541,37.4412733"
348,"пр-кт. Севастопольский, д. 28, к. 7, Москва
","55.6643743,37.574254"
349,"б-р. Симферопольский, д. 30, к. 1, Москва
","55.6428495,37.6036962"
